20210500|0077|M3|02/02/2021|02/02/2021|01|F001||602||6|20602119158|IMPORTACIONES YUMI S.A.C.|228.73|41.17|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|269.90|PEN|1.000||||||||||||||||6|
20210500|0115|M3|02/02/2021|02/02/2021|01|FA15||48108||6|20536557858|HOMECENTERS PERUANOS S.A.|50.51|9.09|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|59.60|PEN|1.000||||||||||||||||6|
20210500|0090|M3|04/02/2021|04/02/2021|01|F001||2287||6|20569255032|COMERCIO METALICO K &  M E.I.R.L. |208.47|37.53|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|246.00|PEN|1.000||||||||||||||||6|
20210500|0117|M3|05/02/2021|05/02/2021|01|F003||6180||6|20531920504|GRUPO MOVIZA S.A.C.|104.24|18.76|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|123.00|PEN|1.000||||||||||||||||6|
20210500|0103|M3|06/02/2021|06/02/2021|01|F001||4223||6|20532045542|REPRESENTACIONES DIFRE E.I.R.L.|100.00|18.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|118.00|PEN|1.000||||||||||||||||6|
20210500|0093|M3|08/02/2021|08/02/2021|01|F001||7490||6|20532029695|VIDRIERIA MARCELO S.R.L.|10.17|1.83|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|12.00|PEN|1.000||||||||||||||||6|
20210500|0076|M3|08/02/2021|08/02/2021|01|F002||10603||6|20601906601|COMERCIO DE BIENES Y SERVICIOS A &amp; N S.A.C.|12.71|2.29|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|15.00|PEN|1.000||||||||||||||||6|
20210500|0079|M3|10/02/2021|10/02/2021|01|F001||24332||6|20506535876|DISTRIBUIDORA VENSO S.A.C.|7072.03|1272.97|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8345.00|PEN|1.000||||||||||||||||6|
20210500|0118|M3|10/02/2021|10/02/2021|01|F002||12210||6|20531920504|GRUPO MOVIZA S.A.C.|14.41|2.59|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|17.00|PEN|1.000||||||||||||||||6|
20210500|0094|M3|11/02/2021|11/02/2021|01|F702||58246||6|20398018410|EMPRESA DE SERVICIOS CHAN CHAN S.A.|296.61|53.39|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|350.00|PEN|1.000||||||||||||||||6|
20210500|0116|M3|11/02/2021|11/02/2021|01|F002||12214||6|20531920504|GRUPO MOVIZA S.A.C.|17.97|3.23|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|21.20|PEN|1.000||||||||||||||||6|
20210500|0092|M3|12/02/2021|12/02/2021|01|F001||7538||6|20532029695|VIDRIERIA MARCELO S.R.L.|96.61|17.39|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|114.00|PEN|1.000||||||||||||||||6|
20210500|0114|M3|15/02/2021|15/02/2021|01|F010||1215||6|20531729111|MELANORTE E.I.R.L|8.47|1.53|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|10.00|PEN|1.000||||||||||||||||6|
20210500|0081|M3|15/02/2021|15/02/2021|01|F001||24425||6|20506535876|DISTRIBUIDORA VENSO S.A.C.|61.02|10.98|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|72.00|PEN|1.000||||||||||||||||6|
20210500|0078|M3|15/02/2021|15/02/2021|01|F001||24420||6|20506535876|DISTRIBUIDORA VENSO S.A.C.|269.49|48.51|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|318.00|PEN|1.000||||||||||||||||6|
20210500|0080|M3|18/02/2021|18/02/2021|01|F001||24503||6|20506535876|DISTRIBUIDORA VENSO S.A.C.|2250.00|405.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2655.00|PEN|1.000||||||||||||||||6|
20210500|0082|M3|20/02/2021|20/02/2021|01|F800||863718||6|20479354406|DISTRIBUIDORA PMA E.I.R.L.TDA|137.36|24.72|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|162.08|PEN|1.000||||||||||||||||6|
20210500|0113|M3|24/02/2021|24/02/2021|01|F002||12314||6|20531920504|GRUPO MOVIZA S.A.C.|8.47|1.53|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|10.00|PEN|1.000||||||||||||||||6|
20210500|0083|M3|08/03/2021|08/03/2021|01|F001||24940||6|20506535876|DISTRIBUIDORA VENSO S.A.C.|5758.47|1036.53|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|6795.00|PEN|1.000||||||||||||||||6|
20210500|0085|M3|09/03/2021|09/03/2021|01|F702||59429||6|20398018410|EMPRESA DE SERVICIOS CHAN CHAN S.A.|245.76|44.24|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|290.00|PEN|1.000||||||||||||||||6|
20210500|0084|M3|11/03/2021|11/03/2021|01|F121||5677||6|20508074281|EXPRESO GRAEL SOCIEDAD ANONIMA CERRADA|61.02|10.98|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|72.00|PEN|1.000||||||||||||||||6|
20210500|0111|M3|11/03/2021|11/03/2021|01|F001||2821||6|20569103950|G & L DISTRIBUIDORA PLASTICA E.I.R.L.|107.63|19.37|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|127.00|PEN|1.000||||||||||||||||6|
20210500|0091|M3|12/03/2021|12/03/2021|01|F803||4604||6|20398018410|EMPRESA DE SERVICIOS CHAN CHAN S.A.|12.71|2.29|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|15.00|PEN|1.000||||||||||||||||6|
20210500|0110|M3|15/03/2021|15/03/2021|01|F002||5812||6|20531661215|DISTRIBUIDORA Y ELECTRO ABIGAIL S.A.C.|21.19|3.81|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|25.00|PEN|1.000||||||||||||||||6|
20210500|0072|M3|17/03/2021|17/03/2021|01|F001||3755||6|20602905048|MULTISERVICIOS QIRI S.A.C.|3.22|0.58|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.80|PEN|1.000||||||||||||||||6|
